package,owner,shallow,deep
AdvancedMH,TuringLang,"[""MCMCChains"", ""AbstractMCMC"", ""StructArrays"", ""Distributions"", ""Requires"", ""Reexport""]","[""AxisAlgorithms"", ""TableTraits"", ""RecipesBase"", ""AbstractFFTs"", ""PooledArrays"", ""FixedPointNumbers"", ""Opus_jll"", ""Polynomials"", ""MKL_jll"", ""ProgressLogging"", ""FFTW_jll"", ""FFMPEG_jll"", ""CommonSubexpressions"", ""StatsBase"", ""libass_jll"", ""Ogg_jll"", ""Parsers"", ""IntervalSets"", ""Zlib_jll"", ""x264_jll"", ""libvorbis_jll"", ""Colors"", ""NamedTuples"", ""FillArrays"", ""Arpack"", ""OrderedCollections"", ""FreeType2_jll"", ""DataStructures"", ""Compat"", ""Adapt"", ""Showoff"", ""FriBidi_jll"", ""LoggingExtras"", ""ColorTypes"", ""TerminalLoggers"", ""OpenSSL_jll"", ""Contour"", ""Optim"", ""SortingAlgorithms"", ""PlotUtils"", ""WoodburyMatrices"", ""JSON"", ""x265_jll"", ""Plots"", ""URIParser"", ""OpenBLAS_jll"", ""BinaryProvider"", ""LineSearches"", ""DataValueInterfaces"", ""Arpack_jll"", ""AbstractTrees"", ""InvertedIndices"", ""IteratorInterfaceExtensions"", ""Calculus"", ""GeometryTypes"", ""libfdk_aac_jll"", ""DataFrames"", ""SpecialFunctions"", ""LibVPX_jll"", ""OpenSpecFun_jll"", ""Missings"", ""ProgressMeter"", ""FFMPEG"", ""PlotThemes"", ""PDMats"", ""StaticArrays"", ""RangeArrays"", ""PositiveFactorizations"", ""Parameters"", ""DiffEqDiffTools"", ""NaNMath"", ""Rmath"", ""Interpolations"", ""VersionParsing"", ""Bzip2_jll"", ""DiffRules"", ""FFTW"", ""ForwardDiff"", ""OffsetArrays"", ""EllipsisNotation"", ""AxisArrays"", ""CategoricalArrays"", ""StatsFuns"", ""Measures"", ""CompilerSupportLibraries_jll"", ""TranscodingStreams"", ""GR"", ""DualNumbers"", ""Formatting"", ""CodecZlib"", ""KernelDensity"", ""ArrayInterface"", ""LAME_jll"", ""ConsoleProgressMonitor"", ""FiniteDiff"", ""IntelOpenMP_jll"", ""Conda"", ""WeakRefStrings"", ""LeftChildRightSiblingTrees"", ""Rmath_jll"", ""NLSolversBase"", ""QuadGK"", ""DataAPI"", ""BinDeps"", ""DataStreams"", ""IterTools"", ""DiffResults"", ""Tables"", ""Ratios""]"
AdventOfCode,SebRollen,"[""Mocking"", ""HTTP"", ""JSON""]","[""Compat"", ""MbedTLS"", ""BinaryProvider"", ""MbedTLS_jll"", ""DataAPI"", ""WeakRefStrings"", ""Missings"", ""Parsers"", ""IniFile"", ""ExprTools""]"
AffineArithmetic,JuliaIntervals,"[""IntervalArithmetic""]","[""SetRounding"", ""Compat"", ""CRlibm"", ""AdjacentFloats"", ""StaticArrays"", ""RecipesBase"", ""FastRounding"", ""ErrorfreeArithmetic""]"
AffineInvariantMCMC,madsjulia,"[""RobustPmap""]","[""Libz"", ""HTTP"", ""OrderedCollections"", ""LegacyStrings"", ""DataStructures"", ""Compat"", ""HTTPClient"", ""JLD2"", ""Expat_jll"", ""TranscodingStreams"", ""Blosc"", ""LibExpat"", ""Missings"", ""CodecZlib"", ""HDF5"", ""BufferedStreams"", ""MbedTLS"", ""FileIO"", ""MbedTLS_jll"", ""WinRPM"", ""WeakRefStrings"", ""HDF5_jll"", ""JSON"", ""DataAPI"", ""BinDeps"", ""Parsers"", ""Parameters"", ""URIParser"", ""CMakeWrapper"", ""Zlib_jll"", ""JLD"", ""BinaryProvider"", ""IniFile"", ""CMake"", ""LibCURL"", ""Homebrew""]"
Agents,JuliaDynamics,"[""CSV"", ""Fontconfig"", ""LightGraphs"", ""DataVoyager"", ""Distributions"", ""VegaLite"", ""Compose"", ""StatsBase"", ""ColorTypes"", ""GraphPlot"", ""Cairo"", ""DataFrames""]","[""ConstructionBase"", ""ColorVectorSpace"", ""RecipesBase"", ""Xorg_libxcb_jll"", ""AbstractFFTs"", ""PooledArrays"", ""FixedPointNumbers"", ""Xorg_inputproto_jll"", ""BufferedStreams"", ""Polynomials"", ""FileIO"", ""Gettext_jll"", ""ImageCore"", ""MKL_jll"", ""Xorg_kbproto_jll"", ""IntervalSets"", ""Zlib_jll"", ""Libcroco_jll"", ""FilePathsBase"", ""FillArrays"", ""Xorg_libXdmcp_jll"", ""Rsvg"", ""Libz"", ""PaddedViews"", ""Pango_jll"", ""Arpack"", ""Juno"", ""OrderedCollections"", ""FreeType2_jll"", ""ImageFiltering"", ""LazyArrays"", ""Compat"", ""HTTPClient"", ""Graphite2_jll"", ""FriBidi_jll"", ""Media"", ""Inflate"", ""PCRE_jll"", ""FFTViews"", ""Librsvg_jll"", ""JSON"", ""XML2_jll"", ""TiledIteration"", ""Xorg_xcb_proto_jll"", ""Homebrew"", ""InvertedIndices"", ""IndirectArrays"", ""Requires"", ""Cairo_jll"", ""Missings"", ""Xorg_xproto_jll"", ""Libgpg_error_jll"", ""StaticArrays"", ""RangeArrays"", ""XSLT_jll"", ""Tokenize"", ""LibCURL"", ""Bzip2_jll"", ""VersionParsing"", ""OffsetArrays"", ""EllipsisNotation"", ""CategoricalArrays"", ""NodeJS"", ""StatsFuns"", ""Measures"", ""TranscodingStreams"", ""CodecZlib"", ""ArnoldiMethod"", ""MbedTLS"", ""Electron"", ""IntelOpenMP_jll"", ""Rmath_jll"", ""QuadGK"", ""DataAPI"", ""BinDeps"", ""Reexport"", ""IterTools"", ""JpegTurbo_jll"", ""ImageMetadata"", ""LZO_jll"", ""TableTraits"", ""ImageMagick_jll"", ""QuartzImageIO"", ""HarfBuzz_jll"", ""ArrayLayouts"", ""InternedStrings"", ""VisualRegressionTests"", ""Libiconv_jll"", ""FFTW_jll"", ""Xorg_renderproto_jll"", ""Libuuid_jll"", ""Parsers"", ""Graphics"", ""Xorg_libXrender_jll"", ""Colors"", ""Glib_jll"", ""MacroTools"", ""NamedTuples"", ""CustomUnitRanges"", ""DataValues"", ""Setfield"", ""Nullables"", ""DataStructures"", ""Expat_jll"", ""Zstd_jll"", ""MbedTLS_jll"", ""Xorg_libXext_jll"", ""Xorg_util_macros_jll"", ""IterableTables"", ""SortingAlgorithms"", ""Xorg_xtrans_jll"", ""X11_jll"", ""CSTParser"", ""URIParser"", ""OpenBLAS_jll"", ""BinaryProvider"", ""Fontconfig_jll"", ""MappedArrays"", ""DataValueInterfaces"", ""Arpack_jll"", ""IteratorInterfaceExtensions"", ""ImageMagick"", ""SpecialFunctions"", ""Xorg_libXau_jll"", ""OpenSpecFun_jll"", ""CatIndices"", ""ImageAxes"", ""Libffi_jll"", ""PDMats"", ""WinRPM"", ""JSONSchema"", ""Xorg_xextproto_jll"", ""TableTraitsUtils"", ""FilePaths"", ""NaNMath"", ""Rmath"", ""Pixman_jll"", ""libpng_jll"", ""FFTW"", ""HTTP"", ""AxisArrays"", ""Libgcrypt_jll"", ""gdk_pixbuf_jll"", ""CompilerSupportLibraries_jll"", ""Xorg_libpthread_stubs_jll"", ""LibExpat"", ""SimpleTraits"", ""Conda"", ""WeakRefStrings"", ""Xorg_libX11_jll"", ""DataStreams"", ""IniFile"", ""Libtiff_jll"", ""Tables"", ""ComputationalResources""]"
AgentsPlots,JuliaDynamics,"[""Agents"", ""LightGraphs"", ""Plots"", ""GraphRecipes""]","[""ConstructionBase"", ""ColorVectorSpace"", ""RecipesBase"", ""Xorg_libxcb_jll"", ""AbstractFFTs"", ""PooledArrays"", ""FixedPointNumbers"", ""Opus_jll"", ""Xorg_inputproto_jll"", ""BufferedStreams"", ""Polynomials"", ""FileIO"", ""Gettext_jll"", ""ImageCore"", ""MKL_jll"", ""FFMPEG_jll"", ""libass_jll"", ""Xorg_kbproto_jll"", ""IntervalSets"", ""Zlib_jll"", ""x264_jll"", ""Libcroco_jll"", ""FilePathsBase"", ""FillArrays"", ""Xorg_libXdmcp_jll"", ""Rsvg"", ""Libz"", ""PaddedViews"", ""Pango_jll"", ""Arpack"", ""Juno"", ""OrderedCollections"", ""FreeType2_jll"", ""ImageFiltering"", ""LazyArrays"", ""Compat"", ""HTTPClient"", ""Graphite2_jll"", ""FriBidi_jll"", ""Media"", ""ColorTypes"", ""OpenSSL_jll"", ""Contour"", ""Inflate"", ""PCRE_jll"", ""FFTViews"", ""Librsvg_jll"", ""PlotUtils"", ""WoodburyMatrices"", ""JSON"", ""x265_jll"", ""XML2_jll"", ""TiledIteration"", ""Xorg_xcb_proto_jll"", ""AbstractTrees"", ""Homebrew"", ""InvertedIndices"", ""IndirectArrays"", ""Requires"", ""LibVPX_jll"", ""Cairo_jll"", ""Missings"", ""Xorg_xproto_jll"", ""Libgpg_error_jll"", ""StaticArrays"", ""RangeArrays"", ""XSLT_jll"", ""Interpolations"", ""Tokenize"", ""LibCURL"", ""Bzip2_jll"", ""VersionParsing"", ""OffsetArrays"", ""EllipsisNotation"", ""CategoricalArrays"", ""NodeJS"", ""StatsFuns"", ""Measures"", ""Cairo"", ""TranscodingStreams"", ""GR"", ""VegaLite"", ""CodecZlib"", ""ArnoldiMethod"", ""MbedTLS"", ""Electron"", ""LAME_jll"", ""IntelOpenMP_jll"", ""Rmath_jll"", ""QuadGK"", ""DataAPI"", ""BinDeps"", ""Reexport"", ""IterTools"", ""JpegTurbo_jll"", ""NetworkLayout"", ""ImageMetadata"", ""LZO_jll"", ""AxisAlgorithms"", ""TableTraits"", ""ImageMagick_jll"", ""QuartzImageIO"", ""HarfBuzz_jll"", ""ArrayLayouts"", ""InternedStrings"", ""VisualRegressionTests"", ""GraphPlot"", ""Libiconv_jll"", ""FFTW_jll"", ""Xorg_renderproto_jll"", ""StatsBase"", ""Ogg_jll"", ""Libuuid_jll"", ""Parsers"", ""Graphics"", ""Xorg_libXrender_jll"", ""libvorbis_jll"", ""Colors"", ""Glib_jll"", ""MacroTools"", ""NamedTuples"", ""CustomUnitRanges"", ""DataValues"", ""Setfield"", ""Nullables"", ""DataStructures"", ""Expat_jll"", ""Zstd_jll"", ""Showoff"", ""MbedTLS_jll"", ""Xorg_libXext_jll"", ""Xorg_util_macros_jll"", ""IterableTables"", ""SortingAlgorithms"", ""Xorg_xtrans_jll"", ""X11_jll"", ""CSTParser"", ""URIParser"", ""Fontconfig"", ""OpenBLAS_jll"", ""BinaryProvider"", ""Fontconfig_jll"", ""MappedArrays"", ""DataValueInterfaces"", ""Arpack_jll"", ""IteratorInterfaceExtensions"", ""ImageMagick"", ""GeometryTypes"", ""libfdk_aac_jll"", ""Calculus"", ""DataFrames"", ""SpecialFunctions"", ""Distributions"", ""Xorg_libXau_jll"", ""OpenSpecFun_jll"", ""FFMPEG"", ""CatIndices"", ""ImageAxes"", ""PlotThemes"", ""Libffi_jll"", ""PDMats"", ""WinRPM"", ""JSONSchema"", ""Xorg_xextproto_jll"", ""TableTraitsUtils"", ""FilePaths"", ""NaNMath"", ""Rmath"", ""Pixman_jll"", ""libpng_jll"", ""FFTW"", ""DataVoyager"", ""HTTP"", ""AxisArrays"", ""Libgcrypt_jll"", ""gdk_pixbuf_jll"", ""CompilerSupportLibraries_jll"", ""Xorg_libpthread_stubs_jll"", ""LibExpat"", ""DualNumbers"", ""CSV"", ""SimpleTraits"", ""Conda"", ""WeakRefStrings"", ""Xorg_libX11_jll"", ""DataStreams"", ""IniFile"", ""Libtiff_jll"", ""Compose"", ""Tables"", ""ComputationalResources"", ""Ratios""]"
AgnosticBayesEnsemble,hondoRandale,"[""CSV"", ""Documenter"", ""Distributions"", ""Optim"", ""LineSearches"", ""Match"", ""MultivariateStats"", ""ProgressMeter"", ""StaticArrays"", ""DataFrames"", ""GLM""]","[""TableTraits"", ""InvertedIndices"", ""IteratorInterfaceExtensions"", ""Calculus"", ""RecipesBase"", ""SpecialFunctions"", ""Requires"", ""StatsModels"", ""PooledArrays"", ""ArrayLayouts"", ""OpenSpecFun_jll"", ""InternedStrings"", ""Missings"", ""Polynomials"", ""PDMats"", ""CommonSubexpressions"", ""StatsBase"", ""DocStringExtensions"", ""PositiveFactorizations"", ""Parsers"", ""Parameters"", ""DiffEqDiffTools"", ""NaNMath"", ""Zlib_jll"", ""Rmath"", ""Tokenize"", ""DiffRules"", ""MacroTools"", ""FilePathsBase"", ""NamedTuples"", ""RecursiveArrayTools"", ""FillArrays"", ""ForwardDiff"", ""Arpack"", ""OffsetArrays"", ""OrderedCollections"", ""LazyArrays"", ""DataStructures"", ""Compat"", ""CategoricalArrays"", ""StatsFuns"", ""CompilerSupportLibraries_jll"", ""TranscodingStreams"", ""CodecZlib"", ""ArrayInterface"", ""SortingAlgorithms"", ""FiniteDiff"", ""WeakRefStrings"", ""JSON"", ""Rmath_jll"", ""NLSolversBase"", ""QuadGK"", ""DataAPI"", ""BinDeps"", ""CSTParser"", ""Reexport"", ""URIParser"", ""DataStreams"", ""OpenBLAS_jll"", ""ShiftedArrays"", ""BinaryProvider"", ""DiffResults"", ""DataValueInterfaces"", ""ZygoteRules"", ""Tables"", ""Arpack_jll""]"
AhoCorasickAutomatons,hack1nt0,"[""ProgressMeter""]",String[]
AirSeaFluxes,gaelforget,Any[],Any[]
AlgebraResultTypes,tpapp,String[],String[]
AlgebraicMultigrid,JuliaLinearAlgebra,"[""IterativeSolvers"", ""Compat""]","[""RecipesBase""]"
Algencan,pjssilva,"[""BinDeps"", ""MathProgBase""]","[""Compat"", ""URIParser""]"
AlignedBinaryFormat,m-wells,String[],String[]
AllanDeviations,JulienKluge,String[],String[]
Alpaca,jmboehm,"[""StatsBase"", ""RCall"", ""Compat"", ""StatsModels"", ""Distributions"", ""DataFrames"", ""Reexport""]","[""WinReg"", ""TableTraits"", ""InvertedIndices"", ""IteratorInterfaceExtensions"", ""RecipesBase"", ""SpecialFunctions"", ""Requires"", ""PooledArrays"", ""OpenSpecFun_jll"", ""Missings"", ""Polynomials"", ""PDMats"", ""StaticArrays"", ""RangeArrays"", ""Parsers"", ""IntervalSets"", ""Zlib_jll"", ""Rmath"", ""Tokenize"", ""VersionParsing"", ""MacroTools"", ""NamedTuples"", ""RecursiveArrayTools"", ""FillArrays"", ""Arpack"", ""OffsetArrays"", ""EllipsisNotation"", ""OrderedCollections"", ""DataStructures"", ""AxisArrays"", ""CategoricalArrays"", ""StatsFuns"", ""CompilerSupportLibraries_jll"", ""TranscodingStreams"", ""CodecZlib"", ""ArrayInterface"", ""SortingAlgorithms"", ""Conda"", ""WeakRefStrings"", ""JSON"", ""Rmath_jll"", ""QuadGK"", ""DataAPI"", ""BinDeps"", ""CSTParser"", ""URIParser"", ""ShiftedArrays"", ""DataStreams"", ""OpenBLAS_jll"", ""BinaryProvider"", ""IterTools"", ""DataValueInterfaces"", ""ZygoteRules"", ""Tables"", ""Arpack_jll""]"
AlphaStableDistributions,org-arl,"[""StaticArrays"", ""MAT"", ""StatsBase"", ""Distributions"", ""SpecialFunctions"", ""ToeplitzMatrices""]","[""RecipesBase"", ""AbstractFFTs"", ""OpenSpecFun_jll"", ""Missings"", ""BufferedStreams"", ""Polynomials"", ""MKL_jll"", ""PDMats"", ""FFTW_jll"", ""WinRPM"", ""HDF5_jll"", ""Parsers"", ""Parameters"", ""Zlib_jll"", ""Rmath"", ""CMake"", ""LibCURL"", ""VersionParsing"", ""FillArrays"", ""FFTW"", ""Libz"", ""Arpack"", ""HTTP"", ""OrderedCollections"", ""DataStructures"", ""Compat"", ""HTTPClient"", ""StatsFuns"", ""CompilerSupportLibraries_jll"", ""Expat_jll"", ""TranscodingStreams"", ""Blosc"", ""LibExpat"", ""CodecZlib"", ""HDF5"", ""MbedTLS"", ""MbedTLS_jll"", ""SortingAlgorithms"", ""IntelOpenMP_jll"", ""Conda"", ""WeakRefStrings"", ""JSON"", ""Rmath_jll"", ""QuadGK"", ""DataAPI"", ""BinDeps"", ""Reexport"", ""URIParser"", ""CMakeWrapper"", ""OpenBLAS_jll"", ""BinaryProvider"", ""IniFile"", ""Arpack_jll"", ""Homebrew""]"
Alpine,lanl-ansi,"[""Compat"", ""MathProgBase"", ""JuMP""]","[""Libz"", ""ForwardDiff"", ""HTTP"", ""OrderedCollections"", ""DataStructures"", ""Calculus"", ""HTTPClient"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions"", ""Expat_jll"", ""TranscodingStreams"", ""LibExpat"", ""OpenSpecFun_jll"", ""Missings"", ""ReverseDiffSparse"", ""CodecZlib"", ""BufferedStreams"", ""MbedTLS"", ""MbedTLS_jll"", ""BenchmarkTools"", ""WinRPM"", ""WeakRefStrings"", ""CommonSubexpressions"", ""JSON"", ""JSONSchema"", ""StaticArrays"", ""DataAPI"", ""BinDeps"", ""Parsers"", ""MathOptInterface"", ""NaNMath"", ""URIParser"", ""Zlib_jll"", ""BinaryProvider"", ""DiffResults"", ""IniFile"", ""LibCURL"", ""Bzip2_jll"", ""DiffRules"", ""CodecBzip2"", ""MutableArithmetics""]"
AltDistributions,tpapp,"[""ForwardDiff"", ""Distributions"", ""Parameters"", ""ArgCheck"", ""DocStringExtensions""]","[""PDMats"", ""SortingAlgorithms"", ""Arpack"", ""OrderedCollections"", ""CommonSubexpressions"", ""StatsBase"", ""DataStructures"", ""Compat"", ""Rmath_jll"", ""StatsFuns"", ""QuadGK"", ""StaticArrays"", ""DataAPI"", ""BinDeps"", ""CompilerSupportLibraries_jll"", ""RecipesBase"", ""SpecialFunctions"", ""NaNMath"", ""URIParser"", ""OpenBLAS_jll"", ""Rmath"", ""BinaryProvider"", ""OpenSpecFun_jll"", ""DiffResults"", ""Missings"", ""DiffRules"", ""Polynomials"", ""Arpack_jll"", ""FillArrays""]"
Amb,shashi,"[""Cassette""]",String[]
AmplNLReader,JuliaSmoothOptimizers,"[""BinaryProvider"", ""Compat"", ""BinDeps"", ""NLPModels"", ""ASL_jll"", ""Homebrew""]","[""ForwardDiff"", ""WeakRefStrings"", ""LinearOperators"", ""CommonSubexpressions"", ""JSON"", ""FastClosures"", ""StaticArrays"", ""DataAPI"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions"", ""Parsers"", ""NaNMath"", ""URIParser"", ""OpenSpecFun_jll"", ""TimerOutputs"", ""DiffResults"", ""Missings"", ""DiffRules"", ""Crayons""]"
AmplNLWriter,JuliaOpt,"[""Compat"", ""MathOptInterface"", ""MathProgBase""]","[""Libz"", ""HTTP"", ""OrderedCollections"", ""HTTPClient"", ""Expat_jll"", ""TranscodingStreams"", ""LibExpat"", ""Missings"", ""CodecZlib"", ""BufferedStreams"", ""MbedTLS"", ""MbedTLS_jll"", ""BenchmarkTools"", ""WinRPM"", ""WeakRefStrings"", ""JSON"", ""JSONSchema"", ""DataAPI"", ""BinDeps"", ""Parsers"", ""URIParser"", ""Zlib_jll"", ""BinaryProvider"", ""IniFile"", ""LibCURL"", ""Bzip2_jll"", ""CodecBzip2"", ""MutableArithmetics""]"
Anasol,madsjulia,"[""QuadGK"", ""DocumentFunction"", ""Compat"", ""Distributions"", ""JLD"", ""MetaProgTools""]","[""Libz"", ""Arpack"", ""HTTP"", ""LegacyStrings"", ""OrderedCollections"", ""DataStructures"", ""HTTPClient"", ""StatsFuns"", ""RecipesBase"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions"", ""Expat_jll"", ""Blosc"", ""LibExpat"", ""OpenSpecFun_jll"", ""Missings"", ""HDF5"", ""BufferedStreams"", ""Polynomials"", ""MbedTLS"", ""FileIO"", ""MbedTLS_jll"", ""PDMats"", ""SortingAlgorithms"", ""WinRPM"", ""WeakRefStrings"", ""HDF5_jll"", ""JSON"", ""StatsBase"", ""Rmath_jll"", ""DataAPI"", ""BinDeps"", ""Parsers"", ""Parameters"", ""URIParser"", ""CMakeWrapper"", ""OpenBLAS_jll"", ""Zlib_jll"", ""Rmath"", ""BinaryProvider"", ""IniFile"", ""CMake"", ""LibCURL"", ""Arpack_jll"", ""FillArrays"", ""Homebrew""]"
AndersonMoore,es335mathwiz,"[""Compat""]",String[]
AngleBetweenVectors,JeffreySarnoff,String[],String[]
Animations,jkrumbiegel,"[""Observables"", ""Colors""]","[""ColorTypes"", ""Reexport"", ""FixedPointNumbers""]"
Ansillary,Sean1708,String[],String[]
Ant,del2z,"[""Flux""]","[""Lazy"", ""CUDAapi"", ""CEnum"", ""Zygote"", ""SpecialFunctions"", ""Requires"", ""AbstractFFTs"", ""IRTools"", ""OpenSpecFun_jll"", ""FixedPointNumbers"", ""ArrayLayouts"", ""Missings"", ""LLVM"", ""CUDAnative"", ""MKL_jll"", ""FFTW_jll"", ""CUDAdrv"", ""CommonSubexpressions"", ""StatsBase"", ""StaticArrays"", ""Parsers"", ""NaNMath"", ""Zlib_jll"", ""Tokenize"", ""VersionParsing"", ""DiffRules"", ""Colors"", ""MacroTools"", ""FillArrays"", ""FFTW"", ""ForwardDiff"", ""Juno"", ""OrderedCollections"", ""DataStructures"", ""Compat"", ""CuArrays"", ""GZip"", ""CompilerSupportLibraries_jll"", ""TranscodingStreams"", ""Adapt"", ""ZipFile"", ""TimerOutputs"", ""Media"", ""CodecZlib"", ""Tracker"", ""ColorTypes"", ""GPUArrays"", ""SortingAlgorithms"", ""IntelOpenMP_jll"", ""Conda"", ""WeakRefStrings"", ""JSON"", ""DataAPI"", ""BinDeps"", ""CSTParser"", ""NNlib"", ""Reexport"", ""URIParser"", ""DataFlow"", ""BinaryProvider"", ""DiffResults"", ""ZygoteRules"", ""Crayons"", ""AbstractTrees""]"
AntColony,schiegl,String[],String[]
AppleAccelerate,JuliaMath,Any[],Any[]
ApplicationBuilder,NHDaly,"[""Glob"", ""Compat"", ""PackageCompiler"", ""ArgParse""]","[""Libz"", ""URIParser"", ""LibExpat"", ""BinaryProvider"", ""WinRPM"", ""HTTP"", ""OrderedCollections"", ""IniFile"", ""TextWrap"", ""LibCURL"", ""BufferedStreams"", ""MbedTLS"", ""HTTPClient"", ""MbedTLS_jll"", ""SnoopCompile"", ""BinDeps"", ""Expat_jll""]"
ApplicationBuilderAppUtils,NHDaly,Any[],Any[]
ApproxBayes,marcjwilliams1,"[""Distributions"", ""StatsBase"", ""Compat"", ""Distances"", ""Plots"", ""Colors"", ""ProgressMeter"", ""RecipesBase"", ""DataFrames""]","[""Arpack"", ""TableTraits"", ""OrderedCollections"", ""InvertedIndices"", ""FreeType2_jll"", ""IteratorInterfaceExtensions"", ""DataStructures"", ""CategoricalArrays"", ""GeometryTypes"", ""libfdk_aac_jll"", ""StatsFuns"", ""Measures"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions"", ""Requires"", ""TranscodingStreams"", ""Showoff"", ""GR"", ""LibVPX_jll"", ""FixedPointNumbers"", ""PooledArrays"", ""OpenSpecFun_jll"", ""FriBidi_jll"", ""Opus_jll"", ""Missings"", ""CodecZlib"", ""ColorTypes"", ""Polynomials"", ""FFMPEG"", ""OpenSSL_jll"", ""PlotThemes"", ""Contour"", ""LAME_jll"", ""PDMats"", ""SortingAlgorithms"", ""FFMPEG_jll"", ""WeakRefStrings"", ""PlotUtils"", ""JSON"", ""x265_jll"", ""libass_jll"", ""Rmath_jll"", ""Ogg_jll"", ""QuadGK"", ""StaticArrays"", ""DataAPI"", ""BinDeps"", ""Parsers"", ""Reexport"", ""NaNMath"", ""URIParser"", ""DataStreams"", ""Zlib_jll"", ""OpenBLAS_jll"", ""Rmath"", ""BinaryProvider"", ""IterTools"", ""x264_jll"", ""DataValueInterfaces"", ""libvorbis_jll"", ""Tables"", ""Bzip2_jll"", ""Arpack_jll"", ""NamedTuples"", ""FillArrays""]"
ApproxFun,JuliaApproximation,"[""FillArrays"", ""IntervalSets"", ""AbstractFFTs"", ""FastGaussQuadrature"", ""ToeplitzMatrices"", ""ApproxFunOrthogonalPolynomials"", ""LowRankApprox"", ""DomainSets"", ""DSP"", ""DualNumbers"", ""FastTransforms"", ""ApproxFunBase"", ""BandedMatrices"", ""LazyArrays"", ""Calculus"", ""ApproxFunSingularities"", ""InfiniteArrays"", ""ApproxFunFourier"", ""StaticArrays"", ""RecipesBase"", ""BlockArrays"", ""SpecialFunctions"", ""Reexport"", ""BlockBandedMatrices"", ""FFTW""]","[""ArrayLayouts"", ""Polynomials"", ""MKL_jll"", ""FFTW_jll"", ""StatsBase"", ""Parsers"", ""MacroTools"", ""OrderedCollections"", ""Nullables"", ""DataStructures"", ""Compat"", ""SortingAlgorithms"", ""JSON"", ""CSTParser"", ""URIParser"", ""OpenBLAS_jll"", ""BinaryProvider"", ""GMP_jll"", ""OpenSpecFun_jll"", ""HierarchicalMatrices"", ""Missings"", ""ProgressMeter"", ""FastTransforms_jll"", ""NaNMath"", ""Tokenize"", ""VersionParsing"", ""EllipsisNotation"", ""CompilerSupportLibraries_jll"", ""IntelOpenMP_jll"", ""Conda"", ""MPFR_jll"", ""WeakRefStrings"", ""MatrixFactorizations"", ""DataAPI"", ""BinDeps"", ""IterTools""]"
ApproxFunBase,JuliaApproximation,"[""IntervalSets"", ""AbstractFFTs"", ""FastGaussQuadrature"", ""LowRankApprox"", ""ToeplitzMatrices"", ""DomainSets"", ""DSP"", ""DualNumbers"", ""FastTransforms"", ""BandedMatrices"", ""LazyArrays"", ""Calculus"", ""InfiniteArrays"", ""StaticArrays"", ""RecipesBase"", ""BlockArrays"", ""SpecialFunctions"", ""FillArrays"", ""BlockBandedMatrices"", ""FFTW""]","[""GMP_jll"", ""ArrayLayouts"", ""OpenSpecFun_jll"", ""HierarchicalMatrices"", ""Missings"", ""Polynomials"", ""ProgressMeter"", ""MKL_jll"", ""FFTW_jll"", ""StatsBase"", ""FastTransforms_jll"", ""Parsers"", ""NaNMath"", ""Tokenize"", ""VersionParsing"", ""MacroTools"", ""EllipsisNotation"", ""OrderedCollections"", ""Nullables"", ""DataStructures"", ""Compat"", ""CompilerSupportLibraries_jll"", ""SortingAlgorithms"", ""IntelOpenMP_jll"", ""Conda"", ""MPFR_jll"", ""WeakRefStrings"", ""MatrixFactorizations"", ""JSON"", ""DataAPI"", ""BinDeps"", ""CSTParser"", ""Reexport"", ""URIParser"", ""OpenBLAS_jll"", ""BinaryProvider"", ""IterTools""]"
ApproxFunFourier,JuliaApproximation,"[""BlockBandedMatrices"", ""IntervalSets"", ""AbstractFFTs"", ""FastGaussQuadrature"", ""ToeplitzMatrices"", ""LowRankApprox"", ""DomainSets"", ""DSP"", ""DualNumbers"", ""FastTransforms"", ""ApproxFunBase"", ""BandedMatrices"", ""LazyArrays"", ""Calculus"", ""InfiniteArrays"", ""StaticArrays"", ""BlockArrays"", ""SpecialFunctions"", ""Reexport"", ""FillArrays"", ""FFTW""]","[""GMP_jll"", ""RecipesBase"", ""ArrayLayouts"", ""OpenSpecFun_jll"", ""HierarchicalMatrices"", ""Missings"", ""Polynomials"", ""ProgressMeter"", ""MKL_jll"", ""FFTW_jll"", ""StatsBase"", ""FastTransforms_jll"", ""Parsers"", ""NaNMath"", ""Tokenize"", ""VersionParsing"", ""MacroTools"", ""EllipsisNotation"", ""OrderedCollections"", ""Nullables"", ""DataStructures"", ""Compat"", ""CompilerSupportLibraries_jll"", ""SortingAlgorithms"", ""IntelOpenMP_jll"", ""Conda"", ""MPFR_jll"", ""WeakRefStrings"", ""MatrixFactorizations"", ""JSON"", ""DataAPI"", ""BinDeps"", ""CSTParser"", ""URIParser"", ""OpenBLAS_jll"", ""BinaryProvider"", ""IterTools""]"
